Assemblage_Name	7304383-9268382-3	3-0-9306298	6856338-0-3	523779-0-3	3-3-6895072	3-0-7258534	1948722-8471672-6253375	659804-0-3	3-3-463397	4-7267941-3685749	1858562-0-3	1948722-8471672-3	7304383-0-3	2-3-8035379	3-2006092-3	3-1342461-1	5387165-4937707-9624156	2-3-8409895	535451-4937707-9624156	3-3-1	3-3-3	3-6724386-1	3-8495508-9019158	3-0-6051285	4282160-3-1	3-0-2597159	7817406-0-3	3-3247137-3	5338604-1376837-9624156	6204230-0-3	3-5281575-3	0-3-4	8104775-3-1	3860843-0-3	5387165-1376837-9624156	4-4937707-3685749	3-3026996-3	3-0-5159523	4-3650649-3	3-1259547-1550513	3-0-9340904	4-7767506-3	1209511-4937707-9624156	3-5309156-3	5387165-4937707-3	3-3-7163157	2754742-3-8035379	3-0-8220839	3-0-6579959	4755969-3-1	3-6523738-3	3-0-4886851	3-9982228-7258534	3-0-1998852	9446379-0-3	5387165-4937707-925340	6114599-3-1	4-2224243-3	4-7759812-3685749	3-1677507-1	3-0-1550513	225098-3-1	4496392-0-3	3-2490508-463397	3-3-6855844	4-4937707-3	8476570-0-3	3-3-5455273	3-0-2094219	4952490-7767506-3	3-2383978-3	3-7577681-7258534	3-4297918-3	3-3-4747833	3-1850913-3	3-0-4	3-0-3	3-4569683-3	1948722-0-3	3-8090685-3	7530442-0-7258534
assemblage-689-282	0	0	0	0	0	0	0	0	0	0	0	0	0	80	0	0	0	0	0	12	109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	205	0	0	0	11
assemblage-328-698	23	0	0	0	0	45	0	0	10	0	0	0	50	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	350	0	0	0	13
assemblage-253-726	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	4	257	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	4	0	0	21	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0	0	0	0	0	0	91	8	0	0	0	17
assemblage-340-683	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	452	0	0	0	18
assemblage-730-622	0	0	0	0	0	0	0	0	64	0	0	0	21	100	0	0	119	0	0	81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	9	0	0	0	0	0	0	89	0	0	0	10
assemblage-599-945	0	0	0	0	0	0	0	0	53	0	0	0	0	14	0	0	65	0	7	17	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	0	0	0	0	0	0	0	0	18	191	0	0	0	17
assemblage-465-737	8	0	0	0	0	24	0	0	0	0	0	5	18	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	400	0	0	0	24
assemblage-604-525	0	0	0	0	0	0	0	0	0	0	0	0	0	80	0	0	0	0	0	145	53	0	0	0	0	0	0	0	3	0	0	0	0	0	61	11	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	86	24	0	0	0	19
assemblage-604-735	0	0	0	0	23	0	0	0	34	0	0	0	0	36	0	0	10	0	0	180	11	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	148	0	0	0	13
assemblage-234-166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0	0	88	0	0	0	0	0	0	0	0	0	339	0	0	0	10
